2001;1774;2346;1920;2538;1571;1657;1306;676;1129;1450;1607;1369;923;793;100
1549;1066;1315;541;1094;755;1697;1181;1505;1242;609;100;486;947;1169;1607
1467;943;1079;100;852;691;1680;1114;1761;1329;730;541;789;1225;1336;1920
