438;342;414;362;9999;292;424;326;85;211;182;286;257;107;128;9999
251;155;227;178;9999;107;239;140;9999;258;133;9999;130;184;221;326
290;194;266;9999;9999;146;278;178;9999;264;108;178;219;223;235;364
