238;2685;2901;3459;2880;3000;2780;2833;3726;3072;3138;3550;3656;3690;3423
2685;238;2727;2882;2309;2448;2975;2670;3569;2875;2609;3017;3121;3186;3144
2901;2727;238;3032;2886;2947;3544;3262;4187;3446;3097;3292;3463;3643;3726
3459;2882;3032;238;2782;2605;3694;3070;3783;3307;2647;2440;2712;3193;3315
2880;2309;2886;2782;238;2304;3184;2670;3669;2873;3430;3049;3292;3853;3290
3000;2448;2947;2605;2304;238;3171;2603;3377;2806;2266;2674;2780;2803;2901
2780;2975;3544;3694;3184;3171;238;2780;3349;2757;3309;3713;3804;3578;3165
2833;2672;3262;3070;2670;2603;2780;238;3057;2313;2600;3144;3136;2894;2628
3726;3569;4187;3783;3669;3377;3349;3057;238;2854;3288;3501;3421;2880;2586
3072;2875;3446;3307;2873;2806;2757;2313;2854;238;2831;3212;3406;2869;2505
2748;2609;3097;2647;3430;2266;3309;2600;3288;2831;238;2514;2628;2651;2748
3550;3017;3292;2440;3049;2674;3713;3144;3501;3212;2514;238;2378;2886;3131
3656;3121;3463;2712;3292;2780;3804;3136;3421;3406;2628;2372;238;2681;2958
3702;3186;3643;3193;3853;2803;3578;2894;2880;2869;2651;2886;2681;238;2406
3423;3144;3726;3315;3290;2901;3165;2628;2586;2505;2748;3131;2958;2406;238
4047;3798;4428;3958;4639;3573;3669;3281;2588;3087;3440;3614;3351;2861;2717
