220;2479;2678;3194;2659;2770;2567;2616;3440;2837;2897;3278;3376;3407;3161
2479;220;2518;2661;2132;2260;2747;2466;3296;2655;2409;2786;2882;2942;2903
2678;2518;220;2800;2665;2721;3272;3012;3866;3182;2860;3040;3198;3364;3440
3194;2661;2800;220;2569;2405;3411;2835;3493;3053;2444;2253;2505;2948;3061
2659;2132;2665;2569;220;2128;2940;2466;3387;2653;3167;2815;3040;3557;3038
2770;2260;2721;2405;2128;220;2928;2403;3118;2591;2093;2469;2567;2589;2678
2567;2747;3272;3411;2940;2928;220;2567;3092;2546;3055;3428;3512;3303;2923
2616;2467;3012;2835;2466;2403;2567;220;2823;2135;2401;2903;2895;2673;2426
3440;3296;3866;3493;3387;3118;3092;2823;220;2635;3036;3233;3159;2659;2387
2837;2655;3182;3053;2653;2591;2546;2135;2635;220;2614;2966;3145;2649;2313
2538;2409;2860;2444;3167;2093;3055;2401;3036;2614;220;2321;2426;2448;2538
3278;2786;3040;2253;2815;2469;3428;2903;3233;2966;2321;220;2196;2665;2891
3376;2882;3198;2505;3040;2567;3512;2895;3159;3145;2426;2190;220;2475;2731
3419;2942;3364;2948;3557;2589;3303;2673;2659;2649;2448;2665;2475;220;2221
3161;2903;3440;3061;3038;2678;2923;2426;2387;2313;2538;2891;2731;2221;220
3737;3506;4088;3655;4284;3299;3387;3030;2389;2850;3176;3337;3094;2641;2509
