1.2;33.5;46.1;78.6;44.8;51.9;39.1;42.1;94.1;56.1;59.9;83.9;90.1;92;76.5
33.5;1.2;36;45;11.6;19.7;50.4;32.6;85;44.6;29.1;52.9;58.9;62.7;60.2
46.1;36;1.2;53.7;45.2;48.8;83.5;67.1;121;77.9;57.5;68.9;78.8;89.3;94.1
78.6;45;53.7;1.2;39.2;28.8;92.3;55.9;97.5;69.7;31.3;19.2;35.1;63.1;70.2
44.8;11.6;45.2;39.2;1.2;11.3;62.6;32.6;90.8;44.5;76.9;54.7;68.9;101.5;68.7
51.9;19.7;48.8;28.8;11.3;1.2;61.8;28.7;73.8;40.5;9.1;32.9;39.1;40.4;46.1
39.1;50.4;83.5;92.3;62.6;61.8;1.2;39.1;72.2;37.7;69.9;93.4;98.7;85.5;61.5
42.1;32.8;67.1;55.9;32.6;28.7;39.1;1.2;55.2;11.8;28.6;60.2;59.8;45.7;30.2
94.1;85;121;97.5;90.8;73.8;72.2;55.2;1.2;43.4;68.6;81.1;76.4;44.8;27.7
56.1;44.6;77.9;69.7;44.5;40.5;37.7;11.8;43.4;1.2;42;64.2;75.5;44.2;23
37.2;29.1;57.5;31.3;76.9;9.1;69.9;28.6;68.6;42;1.2;23.5;30.2;31.5;37.2
83.9;52.9;68.9;19.2;54.7;32.9;93.4;60.2;81.1;64.2;23.5;1.2;15.6;45.2;59.5
90.1;58.9;78.8;35.1;68.9;39.1;98.7;59.8;76.4;75.5;30.2;15.3;1.2;33.3;49.4
92.8;62.7;89.3;63.1;101.5;40.4;85.5;45.7;44.8;44.2;31.5;45.2;33.3;1.2;17.2
76.5;60.2;94.1;70.2;68.7;46.1;61.5;30.2;27.7;23;37.2;59.5;49.4;17.2;1.2
112.9;98.3;135;107.7;147.3;85.3;90.8;68.3;27.8;56.9;77.5;87.6;72.3;43.7;35.4
