0.6;16.8;23;39.3;22.4;25.9;19.5;21.1;47.1;28;29.9;41.9;45;46;38.3
16.8;0.6;18;22.5;5.8;9.9;25.2;16.3;42.5;22.3;14.5;26.4;29.4;31.4;30.1
23;18;0.6;26.9;22.6;24.4;41.8;33.6;60.5;38.9;28.8;34.4;39.4;44.7;47.1
39.3;22.5;26.9;0.6;19.6;14.4;46.1;28;48.7;34.9;15.6;9.6;17.6;31.5;35.1
22.4;5.8;22.6;19.6;0.6;5.7;31.3;16.3;45.4;22.2;38.4;27.4;34.4;50.8;34.4
25.9;9.9;24.4;14.4;5.7;0.6;30.9;14.4;36.9;20.3;4.6;16.4;19.5;20.2;23
19.5;25.2;41.8;46.1;31.3;30.9;0.6;19.5;36.1;18.8;34.9;46.7;49.3;42.8;30.7
21.1;16.4;33.6;28;16.3;14.4;19.5;0.6;27.6;5.9;14.3;30.1;29.9;22.9;15.1
47.1;42.5;60.5;48.7;45.4;36.9;36.1;27.6;0.6;21.7;34.3;40.5;38.2;22.4;13.9
28;22.3;38.9;34.9;22.2;20.3;18.8;5.9;21.7;0.6;21;32.1;37.8;22.1;11.5
18.6;14.5;28.8;15.6;38.4;4.6;34.9;14.3;34.3;21;0.6;11.8;15.1;15.8;18.6
41.9;26.4;34.4;9.6;27.4;16.4;46.7;30.1;40.5;32.1;11.8;0.6;7.8;22.6;29.8
45;29.4;39.4;17.6;34.4;19.5;49.3;29.9;38.2;37.8;15.1;7.6;0.6;16.6;24.7
46.4;31.4;44.7;31.5;50.8;20.2;42.8;22.9;22.4;22.1;15.8;22.6;16.6;0.6;8.6
38.3;30.1;47.1;35.1;34.4;23;30.7;15.1;13.9;11.5;18.6;29.8;24.7;8.6;0.6
56.4;49.2;67.5;53.8;73.7;42.6;45.4;34.1;13.9;28.5;38.7;43.8;36.2;21.9;17.7
