2167;1922;2542;2080;2750;1701;1795;1414;732;1223;1570;1741;1483;1000;859;108
1678;1154;1425;586;1186;817;1839;1279;1631;1346;659;108;526;1025;1267;1741
1589;1021;1169;108;923;749;1820;1206;1907;1439;790;586;855;1327;1448;2080
