257;2896;3128;3731;3106;3236;2998;3055;4018;3313;3384;3829;3943;3979;3692
2896;257;2941;3108;2490;2640;3208;2880;3849;3101;2814;3254;3366;3436;3391
3128;2941;257;3270;3112;3179;3822;3518;4515;3717;3341;3550;3735;3929;4018
3731;3108;3270;257;3001;2809;3984;3311;4080;3566;2855;2631;2925;3443;3575
3106;2490;3112;3001;257;2485;3434;2880;3956;3099;3699;3288;3550;4155;3548
3236;2640;3179;2809;2485;257;3420;2807;3642;3026;2444;2884;2998;3023;3128
2998;3208;3822;3984;3434;3420;257;2998;3612;2973;3569;4004;4102;3858;3414
3055;2882;3518;3311;2880;2807;2998;257;3297;2494;2804;3391;3382;3122;2834
4018;3849;4515;4080;3956;3642;3612;3297;257;3078;3546;3776;3690;3106;2789
3313;3101;3717;3566;3099;3026;2973;2494;3078;257;3053;3464;3674;3094;2702
2964;2814;3341;2855;3699;2444;3569;2804;3546;3053;257;2711;2834;2859;2964
3829;3254;3550;2631;3288;2884;4004;3391;3776;3464;2711;257;2565;3112;3377
3943;3366;3735;2925;3550;2998;4102;3382;3690;3674;2834;2558;257;2891;3190
3993;3436;3929;3443;4155;3023;3858;3122;3106;3094;2859;3112;2891;257;2595
3692;3391;4018;3575;3548;3128;3414;2834;2789;2702;2964;3377;3190;2595;257
4365;4096;4775;4269;5003;3854;3956;3539;2791;3329;3710;3897;3614;3085;2930
