80;611;768;1173;753;840;680;719;1367;892;940;1240;1316;1341;1147;
611;80;642;754;338;439;822;601;1253;750;556;852;928;975;945;
768;642;80;863;757;802;1235;1031;1702;1164;911;1052;1177;1307;1367;
1173;754;863;80;682;553;1344;891;1408;1063;584;433;631;980;1069;
753;338;757;682;80;335;974;601;1326;748;1152;875;1052;1459;1051;
840;439;802;553;335;80;965;551;1114;699;307;604;680;697;768;
680;822;1235;1344;974;965;80;680;1094;664;1064;1358;1424;1259;960;
719;602;1031;891;601;551;680;80;882;341;550;945;938;763;570;
1367;1253;1702;1408;1326;1114;1094;882;80;734;1049;1204;1146;753;539;
892;750;1164;1063;748;699;664;341;734;80;717;994;1135;745;481;
657;556;911;584;1152;307;1064;550;1049;717;80;487;570;587;657;
1240;852;1052;433;875;604;1358;945;1204;994;487;80;389;757;935;
1316;928;1177;631;1052;680;1424;938;1146;1135;570;384;80;608;810;
1350;975;1307;980;1459;697;1259;763;753;745;587;757;608;80;409;
1147;945;1367;1069;1051;768;960;570;539;481;657;935;809;409;80;
1600;1419;1877;1536;2031;1256;1326;1044;541;903;1160;1286;1095;739;634;
