5;148;203;347;198;229;172;186;416;248;264;370;398;406;338;
148;5;159;199;51;87;222;144;375;197;128;233;260;277;266;
203;159;5;237;200;215;369;296;534;344;254;304;348;394;416;
347;199;237;5;173;127;407;247;430;308;138;85;155;279;310;
198;51;200;173;5;50;276;144;401;196;339;242;304;448;304;
229;87;215;127;50;5;273;127;326;179;40;145;172;178;203;
172;222;369;407;276;273;5;172;319;166;308;412;436;378;271;
186;145;296;247;144;127;172;5;244;52;126;266;264;202;133;
416;375;534;430;401;326;319;244;5;191;303;358;337;198;122;
248;197;344;308;196;179;166;52;191;5;186;283;333;195;102;
164;128;254;138;339;40;308;126;303;186;5;104;133;139;164;
370;233;304;85;242;145;412;266;358;283;104;5;69;200;263;
398;260;348;155;304;172;436;264;337;333;133;67;5;147;218;
410;277;394;279;448;178;378;202;198;195;139;200;147;5;76;
338;266;416;310;304;203;271;133;122;102;164;263;218;76;5;
498;434;596;475;651;376;401;301;123;251;342;387;319;193;156;
