2534;2247;2972;2432;3215;1989;2099;1654;856;1430;1836;2035;1734;1170;1004;127
1963;1350;1666;686;1386;956;2150;1496;1907;1573;771;127;615;1199;1481;2035
1858;1194;1367;126;1080;875;2128;1410;2230;1683;924;686;999;1552;1693;2432
