108;828;1040;1589;1019;1138;922;974;1851;1208;1273;1678;1782;1816;1554
828;108;870;1022;457;595;1113;814;1698;1015;753;1155;1257;1321;1279
1040;870;108;1169;1026;1086;1673;1395;2304;1576;1234;1425;1594;1770;1851
1589;1022;1169;108;923;749;1820;1207;1908;1440;791;586;855;1327;1447
1019;457;1026;923;108;454;1318;814;1795;1013;1560;1185;1425;1976;1422
1138;595;1086;749;454;108;1307;746;1508;947;416;818;922;945;1040
922;1113;1673;1820;1318;1307;108;922;1481;898;1442;1838;1928;1705;1300
974;816;1395;1207;814;746;922;108;1194;462;744;1279;1271;1034;771
1851;1698;2304;1908;1795;1508;1481;1194;108;995;1420;1630;1551;1019;730
1208;1015;1576;1440;1013;947;898;462;995;108;972;1346;1537;1009;651
891;753;1234;791;1560;416;1442;744;1420;972;108;660;771;794;891
1678;1155;1425;586;1185;818;1838;1279;1630;1346;660;108;527;1026;1266
1782;1257;1594;855;1425;922;1928;1271;1551;1537;771;520;108;823;1096
1829;1321;1770;1327;1976;945;1705;1034;1019;1009;794;1026;823;108;554
1554;1279;1851;1447;1422;1040;1300;771;730;651;891;1266;1096;554;108
2168;1922;2542;2080;2750;1702;1795;1415;732;1223;1571;1741;1483;1000;859
