100;764;960;1467;941;1050;851;899;1709;1115;1175;1549;1645;1676;1434
764;100;803;943;422;549;1027;751;1567;937;695;1066;1160;1219;1181
960;803;100;1079;947;1002;1544;1288;2127;1455;1139;1315;1471;1634;1709
1467;943;1079;100;852;691;1680;1114;1761;1329;730;541;789;1225;1336
941;422;947;852;100;419;1217;751;1657;935;1440;1094;1315;1824;1313
1050;549;1002;691;419;100;1206;689;1392;874;384;755;851;872;960
851;1027;1544;1680;1217;1206;100;851;1367;829;1331;1697;1780;1574;1200
899;753;1288;1114;751;689;851;100;1102;426;687;1181;1173;954;712
1709;1567;2127;1761;1657;1392;1367;1102;100;918;1311;1505;1432;941;674
1115;937;1455;1329;935;874;829;426;918;100;897;1242;1419;931;601
822;695;1139;730;1440;384;1331;687;1311;897;100;609;712;733;822
1549;1066;1315;541;1094;755;1697;1181;1505;1242;609;100;486;947;1169
1645;1160;1471;789;1315;851;1780;1173;1432;1419;712;480;100;760;1012
1688;1219;1634;1225;1824;872;1574;954;941;931;733;947;760;100;511
1434;1181;1709;1336;1313;960;1200;712;674;601;822;1169;1012;511;100
2001;1774;2346;1920;2538;1571;1657;1306;676;1129;1450;1607;1369;923;793
