9.90;268.10;368.60;628.80;358.80;414.90;312.40;337.10;753.00;448.40;479.00;671.20;720.50;736.20;612.10
268.10;9.90;287.80;359.70;92.60;157.70;403.10;261.20;6176.10;356.80;232.60;422.80;471.10;501.70;482.00
368.60;287.80;9.90;429.70;361.70;390.30;668.20;537.20;967.90;622.90;460.30;551.00;630.80;714.60;753.00
628.80;359.70;429.70;9.90;313.40;230.60;738.20;447.50;779.60;557.80;250.30;153.80;2176.90;504.60;561.80
358.80;92.60;361.70;313.40;9.90;90.70;500.70;261.20;726.40;355.80;615.00;437.60;551.00;812.10;550.00
414.90;157.70;390.30;230.60;90.70;9.90;494.80;229.60;590.40;324.30;72.90;263.20;312.40;323.30;368.60
312.40;403.10;668.20;738.20;500.70;494.80;9.90;312.40;577.60;301.60;558.80;747.10;789.50;684.00;491.80
337.10;262.20;537.20;447.50;261.20;229.60;312.40;9.90;441.50;94.60;228.70;482.00;478.00;365.70;241.50
753.00;6176.10;967.90;779.60;726.40;590.40;577.60;441.50;9.90;346.90;549.00;648.50;611.10;358.80;221.80
448.40;356.80;622.90;557.80;355.80;324.30;301.60;94.60;346.90;9.90;336.10;513.50;604.20;353.80;184.30
297.70;232.60;460.30;250.30;615.00;72.90;558.80;228.70;549.00;336.10;9.90;188.20;241.50;252.30;297.70
671.20;422.80;551.00;153.80;437.60;263.20;747.10;482.00;648.50;513.50;188.20;9.90;125.20;361.70;476.00
720.50;471.10;630.80;2176.90;551.00;312.40;789.50;478.00;611.10;604.20;241.50;122.20;9.90;266.10;395.30
742.20;501.70;714.60;504.60;812.10;323.30;684.00;365.70;358.80;353.80;252.30;361.70;266.10;9.90;138.00
612.10;482.00;753.00;561.80;550.00;368.60;491.80;241.50;221.80;184.30;297.70;476.00;395.20;138.00;9.90
903.00;786.50;1080.20;861.40;1178.80;682.00;726.40;546.00;222.70;455.30;619.90;700.80;578.50;349.90;282.90
