308;3471;3750;4472;3722;3878;3594;3662;4816;3971;4056;4589;4726;4770;4425
3471;308;3526;3725;2984;3165;3845;3452;4614;3717;3372;3900;4034;4119;4064
3750;3526;308;3919;3731;3810;4581;4217;5412;4455;4004;4256;4477;4709;4816
4472;3725;3919;308;3597;3367;4775;3969;4890;4275;3422;3154;3506;4127;4286
3722;2984;3731;3597;308;2979;4116;3452;4742;3714;4433;3941;4256;4980;4253
3878;3165;3810;3367;2979;308;4100;3364;4365;3627;2930;3457;3594;3624;3750
3594;3845;4581;4775;4116;4100;308;3594;4329;3564;4277;4800;4917;4625;4092
3662;3454;4217;3969;3452;3364;3594;308;3952;2990;3362;4064;4053;3742;3397
4816;4614;5412;4890;4742;4365;4329;3952;308;3690;4250;4526;4422;3722;3342
3971;3717;4455;4275;3714;3627;3564;2990;3690;308;3660;4152;4403;3709;3238
3553;3372;4004;3422;4433;2930;4277;3362;4250;3660;308;3249;3397;3427;3553
4589;3900;4256;3154;3941;3457;4800;4064;4526;4152;3249;308;3074;3731;4048
4726;4034;4477;3506;4256;3594;4917;4053;4422;4403;3397;3066;308;3465;3824
4786;4119;4709;4127;4980;3624;4625;3742;3722;3709;3427;3731;3465;308;3110
4425;4064;4816;4286;4253;3750;4092;3397;3342;3238;3553;4048;3824;3110;308
5232;4909;5724;5117;5997;4619;4742;4242;3345;3990;4447;4671;4332;3698;3512
