191;2148;2321;2767;2304;2400;2224;2266;2980;2458;2510;2840;2925;2952;2739
2148;191;2182;2305;1847;1958;2380;2136;2855;2300;2087;2414;2497;2549;2515
2321;2182;191;2425;2309;2358;2835;2610;3349;2757;2478;2634;2771;2915;2980
2767;2305;2425;191;2226;2084;2955;2456;3026;2645;2118;1952;2170;2554;2652
2304;1847;2309;2226;191;1843;2547;2136;2935;2299;2744;2439;2634;3082;2632
2400;1958;2358;2084;1843;191;2537;2082;2701;2244;1813;2140;2224;2243;2321
2224;2380;2835;2955;2547;2537;191;2224;2679;2206;2647;2970;3043;2862;2532
2266;2138;2610;2456;2136;2082;2224;191;2446;1850;2080;2515;2508;2316;2102
2980;2855;3349;3026;2935;2701;2679;2446;191;2283;2630;2801;2737;2304;2068
2458;2300;2757;2645;2299;2244;2206;1850;2283;191;2265;2569;2725;2295;2004
2199;2087;2478;2118;2744;1813;2647;2080;2630;2265;191;2011;2102;2121;2199
2840;2414;2634;1952;2439;2140;2970;2515;2801;2569;2011;191;1903;2309;2505
2925;2497;2771;2170;2634;2224;3043;2508;2737;2725;2102;1898;191;2145;2366
2962;2549;2915;2554;3082;2243;2862;2316;2304;2295;2121;2309;2145;191;1925
2739;2515;2980;2652;2632;2321;2532;2102;2068;2004;2199;2505;2366;1925;191
3238;3038;3542;3167;3711;2859;2935;2625;2070;2469;2752;2891;2681;2288;2173
