1319;1149;1578;1258;1722;996;1061;798;325;665;906;1024;845;511;413;14  
981;618;805;225;639;384;1091;704;947;750;275;14;183;528;695;1024  
919;526;628;14;458;337;1078;654;1139;815;366;225;410;737;821;1258
